fertilizer_kg_acre,rainfall_mm,temperature,seed_variety,irrigation_type,disease_status,soil_quality,baseline_yield_kg_ha,yield_kg_acre
110.7,1252.0,30.5,Traditional,Full Irrigation,Mild,Good,4356.7,1672.7
29.5,958.0,26.8,AT 362,Full Irrigation,None,Average,4356.7,1392.1
91.2,1734.0,27.3,Traditional,Rainfed,None,Good,4275.5,1397.1
92.8,1639.0,33.5,AT 362,Full Irrigation,Mild,Good,4194.3,2177.4
111.5,1339.0,32.6,BG 359,Rainfed,Moderate,Average,4275.5,1309.6
71.9,1092.0,27.6,AT 362,Partial Irrigation,Moderate,Poor,4397.3,957.2
52.2,2145.0,27.7,BG 358,Partial Irrigation,Moderate,Average,4437.9,1342.3
102.8,1660.0,27.0,AT 362,Rainfed,None,Excellent,4437.9,2160.1
97.1,1783.0,27.3,AT 362,Rainfed,Mild,Poor,4153.7,1170.9
70.0,1591.0,32.6,AT 362,Full Irrigation,Moderate,Poor,4316.1,1112.0
96.8,1948.0,24.1,BG 352,Full Irrigation,None,Excellent,4113.1,2221.2
46.8,2065.0,28.4,BG 359,Rainfed,None,Excellent,4356.7,1790.9
79.0,1398.0,33.4,AT 362,Partial Irrigation,None,Poor,4437.9,1351.0
106.5,1797.0,29.4,BG 352,Rainfed,Severe,Poor,4113.1,813.7
51.8,1199.0,28.5,AT 362,Partial Irrigation,Moderate,Good,4316.1,1239.3
68.4,1747.0,27.1,Traditional,Rainfed,Moderate,Excellent,4437.9,1175.8
115.1,1419.0,24.7,BG 359,Full Irrigation,None,Good,4397.3,2700.6
99.8,909.0,26.2,Traditional,Partial Irrigation,Severe,Excellent,4234.9,810.6
108.7,2142.0,24.9,Traditional,Partial Irrigation,None,Good,4113.1,1345.7
58.5,2029.0,25.3,BG 359,Full Irrigation,None,Excellent,4437.9,2184.1
119.7,1278.0,25.6,Traditional,Partial Irrigation,Mild,Good,4437.9,1590.5
35.3,2197.0,27.0,Traditional,Rainfed,Mild,Average,4316.1,795.8
71.9,1312.0,24.1,BG 352,Partial Irrigation,Moderate,Good,4437.9,1444.5
67.9,1496.0,33.5,Traditional,Full Irrigation,None,Average,4113.1,1312.7
99.8,2007.0,25.2,BG 352,Partial Irrigation,None,Good,4316.1,1741.2
110.9,1296.0,27.8,BG 359,Rainfed,None,Excellent,4113.1,2341.8
93.1,1486.0,32.8,Traditional,Rainfed,None,Excellent,4437.9,1311.4
82.7,1765.0,25.1,AT 362,Rainfed,Moderate,Good,4356.7,1175.6
62.7,1070.0,28.8,BG 358,Full Irrigation,None,Poor,4437.9,1502.2
71.0,1449.0,32.4,AT 362,Rainfed,None,Good,4316.1,1428.9
70.9,1302.0,29.6,BG 358,Full Irrigation,None,Average,4113.1,2150.1
22.0,1780.0,26.1,BG 358,Rainfed,Mild,Poor,4113.1,1027.7
70.3,1077.0,31.4,Traditional,Partial Irrigation,Moderate,Excellent,4234.9,933.4
105.6,1203.0,30.8,BG 352,Full Irrigation,None,Average,4356.7,2214.6
90.9,1825.0,27.6,Traditional,Partial Irrigation,None,Excellent,4153.7,1435.1
99.6,1103.0,24.5,BG 359,Rainfed,Severe,Average,4397.3,744.4
59.0,1449.0,24.1,BG 352,Rainfed,Mild,Good,4194.3,1231.6
72.9,1827.0,32.3,AT 362,Rainfed,None,Good,4275.5,1262.6
23.3,1895.0,27.2,BG 352,Full Irrigation,None,Excellent,4153.7,1878.9
58.3,1023.0,25.4,BG 358,Rainfed,Severe,Poor,4275.5,532.4
67.4,2008.0,29.2,BG 358,Rainfed,Mild,Good,4275.5,1515.6
45.5,1841.0,33.2,AT 362,Full Irrigation,None,Average,4113.1,1411.8
23.1,1341.0,24.1,BG 358,Partial Irrigation,None,Average,4316.1,1375.8
89.0,1893.0,24.6,AT 362,Full Irrigation,None,Excellent,4397.3,2109.4
63.5,1847.0,28.2,BG 352,Rainfed,None,Poor,4437.9,1172.3
61.6,1681.0,30.8,AT 362,Partial Irrigation,None,Good,4194.3,1630.7
45.0,1626.0,28.8,AT 362,Rainfed,None,Average,4397.3,1307.2
73.8,1855.0,33.0,BG 358,Partial Irrigation,None,Excellent,4397.3,1914.9
63.8,2199.0,24.4,Traditional,Rainfed,None,Poor,4437.9,734.5
67.4,1652.0,27.4,BG 359,Full Irrigation,None,Poor,4234.9,1778.2
78.1,1951.0,27.5,AT 362,Partial Irrigation,None,Poor,4397.3,1332.3
20.6,1868.0,27.4,BG 352,Rainfed,Moderate,Average,4316.1,797.2
110.8,2013.0,28.9,Traditional,Full Irrigation,None,Poor,4113.1,1335.9
27.1,2141.0,31.9,BG 358,Rainfed,Moderate,Good,4194.3,849.2
65.1,1151.0,27.2,AT 362,Full Irrigation,Moderate,Poor,4356.7,1043.7
40.7,1115.0,31.4,BG 352,Partial Irrigation,Severe,Average,4153.7,576.9
72.4,1662.0,25.5,BG 352,Full Irrigation,None,Good,4234.9,2216.9
48.0,1484.0,29.6,BG 352,Rainfed,None,Good,4356.7,1570.1
106.0,1642.0,27.8,Traditional,Full Irrigation,Mild,Poor,4153.7,1316.1
59.6,1937.0,29.4,BG 358,Partial Irrigation,None,Poor,4275.5,1363.3
83.9,2111.0,25.1,Traditional,Partial Irrigation,None,Average,4153.7,1026.8
44.9,1443.0,33.5,BG 359,Partial Irrigation,None,Good,4275.5,1783.8
21.9,1833.0,33.1,BG 352,Rainfed,Mild,Excellent,4194.3,1010.1
60.4,1156.0,32.3,BG 359,Rainfed,Moderate,Poor,4437.9,781.2
73.6,1595.0,32.9,BG 359,Rainfed,None,Poor,4113.1,1318.1
66.0,928.0,25.5,BG 358,Partial Irrigation,Severe,Good,4437.9,849.9
116.2,1555.0,29.0,AT 362,Partial Irrigation,Mild,Excellent,4397.3,2344.5
90.7,1609.0,27.2,Traditional,Partial Irrigation,None,Excellent,4397.3,1703.7
119.6,1856.0,32.9,Traditional,Full Irrigation,None,Good,4397.3,1654.7
49.5,1744.0,25.9,BG 359,Rainfed,None,Poor,4153.7,1116.3
98.9,1366.0,26.2,Traditional,Full Irrigation,Moderate,Good,4437.9,1618.4
75.6,907.0,30.9,Traditional,Full Irrigation,Mild,Average,4316.1,1098.9
81.2,1050.0,24.9,BG 352,Rainfed,Mild,Average,4437.9,1089.7
118.6,2165.0,31.3,AT 362,Full Irrigation,Mild,Average,4397.3,1658.1
85.4,2099.0,26.7,AT 362,Rainfed,None,Good,4316.1,1602.4
109.9,1323.0,30.6,BG 352,Rainfed,Severe,Good,4234.9,905.4
92.6,1237.0,32.7,AT 362,Full Irrigation,Moderate,Poor,4153.7,1192.3
32.7,1467.0,30.1,Traditional,Rainfed,Mild,Poor,4113.1,636.9
89.9,1797.0,26.1,BG 358,Rainfed,None,Poor,4234.9,1569.6
68.4,1364.0,24.5,Traditional,Rainfed,None,Average,4397.3,976.2
111.9,987.0,24.4,Traditional,Rainfed,None,Good,4275.5,1075.5
100.7,1424.0,24.9,AT 362,Rainfed,None,Excellent,4275.5,1768.7
30.4,1239.0,29.8,AT 362,Full Irrigation,Mild,Average,4194.3,1577.1
33.4,1322.0,27.5,BG 359,Rainfed,Mild,Good,4316.1,1576.6
27.0,1112.0,26.4,BG 359,Full Irrigation,Severe,Excellent,4316.1,1065.1
69.3,1756.0,26.2,BG 359,Rainfed,None,Good,4437.9,2045.2
28.1,1585.0,33.5,BG 359,Full Irrigation,None,Good,4356.7,2078.5
92.4,1252.0,25.2,BG 359,Full Irrigation,None,Average,4316.1,2411.8
75.2,1620.0,27.0,Traditional,Partial Irrigation,Severe,Poor,4437.9,660.6
103.6,1541.0,28.7,AT 362,Full Irrigation,Mild,Excellent,4234.9,2613.9
48.0,1935.0,24.0,BG 358,Rainfed,None,Good,4437.9,1325.4
71.9,2143.0,33.2,BG 359,Full Irrigation,Mild,Poor,4234.9,1305.8
31.7,1070.0,25.0,BG 358,Rainfed,Mild,Average,4153.7,868.4
108.5,2049.0,30.8,BG 352,Partial Irrigation,None,Poor,4234.9,1302.1
37.5,1816.0,30.3,BG 358,Full Irrigation,None,Excellent,4153.7,1840.5
30.2,1800.0,32.1,BG 352,Full Irrigation,None,Good,4153.7,1550.5
40.5,1387.0,30.5,Traditional,Rainfed,None,Excellent,4397.3,1056.0
100.6,1347.0,31.7,BG 352,Full Irrigation,Mild,Average,4397.3,1961.9
30.6,907.0,28.2,BG 358,Full Irrigation,None,Poor,4153.7,1385.4
81.4,2177.0,28.9,BG 358,Full Irrigation,Mild,Good,4397.3,2357.2
94.6,1688.0,31.0,BG 358,Full Irrigation,Mild,Good,4113.1,2275.9
95.1,1423.0,29.7,BG 358,Full Irrigation,None,Poor,4194.3,2123.5
39.0,1607.0,29.1,AT 362,Full Irrigation,Severe,Good,4356.7,1112.7
26.2,953.0,26.1,Traditional,Full Irrigation,None,Poor,4194.3,819.0
64.9,1126.0,26.6,BG 352,Rainfed,Mild,Good,4356.7,1306.7
40.2,1710.0,27.6,BG 358,Full Irrigation,None,Good,4397.3,2137.1
89.9,1569.0,24.1,BG 359,Rainfed,Mild,Poor,4113.1,1159.2
55.7,1923.0,28.2,BG 358,Partial Irrigation,None,Average,4113.1,1509.4
64.9,1756.0,24.0,AT 362,Partial Irrigation,None,Poor,4437.9,1228.2
31.3,1682.0,29.7,BG 358,Rainfed,None,Good,4275.5,1713.0
76.8,1960.0,31.0,BG 359,Rainfed,Mild,Poor,4275.5,1091.7
38.6,989.0,29.6,BG 359,Rainfed,Mild,Good,4275.5,1287.4
87.9,1798.0,30.9,BG 358,Partial Irrigation,Mild,Average,4234.9,1561.1
27.1,1830.0,24.0,AT 362,Partial Irrigation,None,Poor,4356.7,979.5
117.6,1258.0,24.6,AT 362,Partial Irrigation,Mild,Excellent,4316.1,2054.9
88.5,1154.0,31.0,BG 359,Rainfed,Mild,Good,4153.7,1240.5
38.2,1178.0,32.0,BG 359,Partial Irrigation,None,Average,4316.1,1207.5
21.4,1158.0,31.2,Traditional,Rainfed,None,Excellent,4356.7,852.9
53.4,1581.0,30.6,Traditional,Full Irrigation,None,Good,4153.7,1404.8
35.3,1076.0,31.1,Traditional,Rainfed,Moderate,Excellent,4234.9,669.4
41.8,1757.0,31.4,BG 352,Rainfed,None,Poor,4397.3,1032.6
107.3,1037.0,31.2,Traditional,Rainfed,None,Poor,4316.1,752.3
80.3,935.0,31.4,Traditional,Partial Irrigation,Severe,Poor,4153.7,432.5
37.6,1315.0,24.7,Traditional,Full Irrigation,Moderate,Good,4113.1,993.9
75.7,1149.0,24.6,AT 362,Partial Irrigation,None,Excellent,4316.1,1568.5
45.6,2185.0,27.6,BG 358,Partial Irrigation,Moderate,Excellent,4275.5,1402.4
117.6,1294.0,29.3,AT 362,Full Irrigation,None,Excellent,4437.9,3141.4
23.3,1189.0,31.6,BG 359,Rainfed,Moderate,Good,4275.5,804.5
93.2,1156.0,27.3,Traditional,Full Irrigation,None,Good,4437.9,1591.9
97.3,1386.0,26.8,BG 358,Partial Irrigation,None,Average,4153.7,1950.6
26.7,1688.0,31.8,AT 362,Rainfed,Severe,Poor,4275.5,477.1
37.2,1917.0,26.5,AT 362,Rainfed,None,Poor,4153.7,904.8
58.4,1374.0,32.2,Traditional,Rainfed,Moderate,Poor,4316.1,638.5
106.8,1714.0,25.8,BG 352,Full Irrigation,None,Good,4153.7,2190.6
73.7,1527.0,27.6,Traditional,Partial Irrigation,None,Good,4275.5,1511.9
85.5,2000.0,28.0,BG 358,Partial Irrigation,Severe,Excellent,4234.9,1160.5
98.3,1640.0,27.0,Traditional,Partial Irrigation,None,Poor,4153.7,1227.3
102.8,1277.0,24.0,BG 352,Rainfed,Moderate,Excellent,4113.1,1384.0
67.6,1815.0,26.4,BG 358,Full Irrigation,Moderate,Good,4275.5,1764.2
70.9,1966.0,27.4,AT 362,Partial Irrigation,None,Excellent,4437.9,1838.1
91.8,1505.0,27.1,BG 359,Full Irrigation,None,Good,4153.7,3006.8
46.3,2183.0,31.9,AT 362,Rainfed,None,Average,4234.9,939.5
105.4,2043.0,24.5,BG 359,Full Irrigation,None,Good,4194.3,2247.2
22.1,1156.0,27.9,BG 352,Full Irrigation,None,Good,4397.3,1636.3
39.6,1923.0,24.4,AT 362,Partial Irrigation,None,Poor,4234.9,927.9
100.0,1681.0,33.3,BG 359,Full Irrigation,Moderate,Poor,4437.9,1515.3
54.0,1595.0,31.9,BG 359,Partial Irrigation,None,Good,4194.3,1637.3
35.0,1568.0,33.8,BG 358,Full Irrigation,Mild,Poor,4113.1,1252.4
38.7,2009.0,33.1,Traditional,Full Irrigation,None,Poor,4316.1,874.3
73.1,1694.0,27.2,AT 362,Rainfed,None,Poor,4316.1,1324.8
104.6,1599.0,30.9,BG 352,Full Irrigation,None,Good,4437.9,2726.2
27.1,964.0,27.1,BG 352,Full Irrigation,None,Excellent,4397.3,1820.3
23.0,1483.0,32.9,BG 352,Rainfed,Mild,Average,4397.3,962.4
66.5,2080.0,28.1,BG 352,Full Irrigation,None,Poor,4316.1,1610.3
115.6,1825.0,27.8,AT 362,Partial Irrigation,Moderate,Good,4234.9,1461.1
47.9,966.0,33.1,AT 362,Full Irrigation,Moderate,Average,4234.9,985.7
115.9,2049.0,32.4,BG 359,Rainfed,None,Good,4153.7,1629.7
108.8,1975.0,33.7,BG 359,Rainfed,Moderate,Average,4234.9,1118.3
48.3,1611.0,24.7,Traditional,Partial Irrigation,Severe,Good,4234.9,642.8
101.7,929.0,26.4,Traditional,Partial Irrigation,None,Average,4113.1,1096.9
88.6,1631.0,27.0,BG 359,Partial Irrigation,Severe,Excellent,4153.7,1341.1
71.2,971.0,28.2,BG 359,Rainfed,None,Good,4275.5,1607.4
62.3,1316.0,28.7,BG 359,Full Irrigation,Mild,Average,4234.9,2066.0
101.6,1718.0,26.9,Traditional,Rainfed,None,Poor,4437.9,1126.7
99.3,2087.0,31.9,AT 362,Rainfed,Moderate,Good,4275.5,996.4
95.7,1365.0,26.2,BG 358,Partial Irrigation,Moderate,Average,4437.9,1760.6
119.8,2018.0,31.0,Traditional,Rainfed,Severe,Poor,4316.1,475.5
67.9,2094.0,32.5,BG 358,Partial Irrigation,Severe,Average,4113.1,797.3
100.7,927.0,30.0,AT 362,Partial Irrigation,None,Average,4153.7,1297.4
106.2,1211.0,27.5,Traditional,Rainfed,Mild,Excellent,4356.7,1484.2
41.2,1823.0,25.9,Traditional,Full Irrigation,None,Good,4275.5,1147.2
24.2,1884.0,25.3,BG 352,Full Irrigation,None,Good,4194.3,1614.4
60.5,1410.0,31.4,BG 358,Full Irrigation,None,Good,4275.5,2268.2
105.7,1754.0,28.7,AT 362,Partial Irrigation,Severe,Excellent,4437.9,1400.9
48.9,1696.0,24.5,BG 352,Partial Irrigation,Mild,Poor,4234.9,1158.6
90.0,1862.0,33.8,BG 352,Full Irrigation,None,Average,4113.1,1709.1
20.7,1834.0,30.7,BG 358,Full Irrigation,Severe,Good,4194.3,914.1
55.5,1012.0,32.4,BG 359,Full Irrigation,Moderate,Poor,4437.9,1044.0
81.6,1106.0,28.4,BG 352,Rainfed,None,Average,4356.7,1349.1
33.0,1073.0,33.6,BG 352,Full Irrigation,None,Average,4397.3,1286.5
109.7,2112.0,26.0,BG 358,Partial Irrigation,Mild,Excellent,4437.9,1958.8
35.6,2088.0,25.9,BG 359,Full Irrigation,Mild,Excellent,4153.7,1723.9
111.0,1937.0,32.9,BG 359,Full Irrigation,None,Poor,4194.3,1637.0
41.6,1052.0,32.9,AT 362,Rainfed,None,Poor,4113.1,742.5
119.4,1647.0,29.0,Traditional,Rainfed,None,Excellent,4113.1,1609.5
80.5,1143.0,25.3,BG 352,Rainfed,None,Poor,4397.3,892.2
28.4,1379.0,27.1,AT 362,Partial Irrigation,None,Average,4437.9,1419.8
26.5,1247.0,31.5,BG 352,Full Irrigation,None,Excellent,4153.7,1829.4
27.5,1978.0,32.5,BG 358,Rainfed,None,Excellent,4356.7,1363.9
79.0,1088.0,27.5,BG 358,Rainfed,Mild,Excellent,4275.5,1589.5
101.0,1740.0,24.6,AT 362,Partial Irrigation,None,Poor,4113.1,1406.5
60.3,2179.0,30.7,BG 358,Partial Irrigation,None,Poor,4437.9,1247.5
64.5,1793.0,31.4,Traditional,Rainfed,None,Poor,4397.3,824.2
78.9,1003.0,28.2,BG 358,Partial Irrigation,Severe,Excellent,4316.1,1096.0
73.3,2080.0,29.8,Traditional,Full Irrigation,None,Poor,4356.7,1199.8
88.8,1736.0,33.9,Traditional,Rainfed,None,Average,4234.9,1080.5
67.2,1493.0,26.4,BG 359,Rainfed,None,Excellent,4397.3,2114.7
91.4,1758.0,29.7,BG 352,Rainfed,Mild,Average,4275.5,1478.3
119.7,2043.0,30.1,AT 362,Rainfed,None,Excellent,4437.9,1707.7
55.0,1520.0,29.5,BG 359,Partial Irrigation,None,Average,4113.1,1782.4
21.2,1591.0,32.7,BG 358,Rainfed,Moderate,Average,4153.7,838.8
32.6,1488.0,30.1,BG 359,Partial Irrigation,Mild,Excellent,4437.9,1726.9
75.4,994.0,29.1,BG 358,Rainfed,None,Good,4194.3,1416.8
54.4,1923.0,25.2,BG 358,Full Irrigation,None,Poor,4194.3,1424.3
114.0,1064.0,31.0,Traditional,Partial Irrigation,Severe,Good,4397.3,720.7
82.7,1413.0,25.3,BG 358,Rainfed,Severe,Excellent,4153.7,1064.7
72.0,1403.0,24.3,BG 359,Rainfed,Mild,Excellent,4275.5,1606.3
99.8,1264.0,28.9,AT 362,Partial Irrigation,Mild,Poor,4194.3,1486.0
45.9,1423.0,29.7,BG 358,Partial Irrigation,Moderate,Poor,4153.7,1136.3
102.0,1703.0,34.0,AT 362,Rainfed,Severe,Good,4437.9,916.0
20.3,1305.0,31.1,Traditional,Rainfed,None,Good,4153.7,867.3
82.0,1124.0,32.5,Traditional,Partial Irrigation,Severe,Good,4113.1,562.7
113.5,2030.0,27.5,BG 352,Partial Irrigation,Mild,Average,4356.7,1605.0
98.8,2162.0,29.1,BG 359,Rainfed,Mild,Excellent,4397.3,1860.4
105.4,1496.0,33.7,BG 352,Partial Irrigation,None,Good,4153.7,1840.5
59.7,1325.0,28.2,AT 362,Rainfed,None,Excellent,4356.7,1862.3
102.4,962.0,32.1,BG 358,Full Irrigation,Moderate,Average,4275.5,1347.4
75.1,948.0,29.3,Traditional,Full Irrigation,Mild,Excellent,4397.3,1559.7
81.9,1411.0,26.2,BG 352,Rainfed,None,Poor,4153.7,1323.8
25.9,2109.0,29.8,Traditional,Rainfed,Mild,Good,4437.9,904.9
40.2,1850.0,26.2,BG 358,Rainfed,None,Good,4316.1,1478.0
75.1,1354.0,24.0,Traditional,Full Irrigation,None,Average,4397.3,1520.0
25.9,2158.0,26.4,BG 352,Full Irrigation,Mild,Poor,4234.9,1158.1
94.1,1457.0,25.9,BG 358,Rainfed,Mild,Excellent,4437.9,1870.3
104.0,1260.0,27.7,BG 358,Partial Irrigation,None,Poor,4316.1,1813.3
112.0,1454.0,32.9,Traditional,Rainfed,None,Average,4153.7,1188.1
30.2,1175.0,27.9,AT 362,Full Irrigation,None,Poor,4437.9,1304.6
114.0,2051.0,32.5,Traditional,Rainfed,Mild,Average,4397.3,923.8
26.8,1370.0,29.6,BG 359,Rainfed,Severe,Excellent,4194.3,850.6
67.4,1755.0,24.1,AT 362,Full Irrigation,Mild,Good,4275.5,1871.3
104.0,1406.0,25.9,AT 362,Full Irrigation,Mild,Poor,4234.9,1607.1
27.0,2072.0,33.3,AT 362,Partial Irrigation,None,Average,4275.5,1142.5
21.8,1735.0,30.0,Traditional,Full Irrigation,None,Poor,4437.9,1013.8
22.5,1535.0,33.3,Traditional,Rainfed,Moderate,Good,4437.9,783.3
71.1,1072.0,27.1,BG 359,Rainfed,None,Poor,4153.7,1185.0
101.2,2072.0,31.2,BG 359,Partial Irrigation,None,Average,4437.9,1830.8
32.7,1611.0,31.7,AT 362,Partial Irrigation,None,Poor,4234.9,1073.0
32.5,1271.0,33.8,AT 362,Partial Irrigation,Mild,Poor,4356.7,929.5
76.9,2041.0,24.2,Traditional,Full Irrigation,None,Poor,4356.7,1077.7
43.4,971.0,33.5,AT 362,Full Irrigation,None,Excellent,4275.5,1607.6
93.0,1308.0,27.9,Traditional,Rainfed,Mild,Excellent,4275.5,1415.6
115.0,1598.0,32.4,AT 362,Full Irrigation,None,Excellent,4275.5,2586.6
96.6,1342.0,29.4,Traditional,Rainfed,None,Good,4397.3,1565.6
107.7,1520.0,29.6,AT 362,Partial Irrigation,Moderate,Average,4234.9,1441.0
72.0,1244.0,27.6,Traditional,Partial Irrigation,Severe,Poor,4194.3,623.5
103.2,1069.0,32.3,BG 352,Partial Irrigation,None,Excellent,4234.9,1756.4
38.3,948.0,26.6,Traditional,Rainfed,None,Excellent,4153.7,938.1
26.8,1105.0,28.9,BG 358,Partial Irrigation,None,Average,4234.9,1206.1
85.6,2139.0,29.6,AT 362,Rainfed,None,Poor,4153.7,1023.8
25.2,1648.0,31.4,BG 358,Full Irrigation,Moderate,Average,4113.1,1261.7
109.2,1536.0,28.7,BG 359,Rainfed,Mild,Average,4356.7,1807.1
89.2,1400.0,30.8,AT 362,Partial Irrigation,None,Excellent,4113.1,1816.6
115.2,1821.0,28.9,BG 359,Rainfed,Mild,Poor,4316.1,1250.2
51.4,1084.0,30.6,AT 362,Rainfed,None,Good,4397.3,1123.3
68.6,1259.0,30.7,BG 352,Partial Irrigation,None,Excellent,4356.7,1921.3
94.2,1753.0,31.1,Traditional,Full Irrigation,Moderate,Excellent,4275.5,1440.5
44.3,1523.0,32.2,BG 359,Partial Irrigation,None,Poor,4153.7,1193.1
74.2,1901.0,29.4,AT 362,Full Irrigation,None,Average,4437.9,1852.8
85.9,2066.0,25.9,BG 358,Full Irrigation,Moderate,Average,4397.3,1530.9
117.9,1970.0,30.8,BG 359,Partial Irrigation,None,Average,4316.1,1758.5
94.5,1139.0,24.8,BG 359,Full Irrigation,None,Poor,4113.1,1403.7
31.8,1019.0,26.2,BG 352,Partial Irrigation,None,Poor,4113.1,975.2
67.5,1120.0,31.9,BG 359,Partial Irrigation,None,Poor,4194.3,1166.4
78.9,1919.0,28.4,AT 362,Full Irrigation,None,Excellent,4153.7,2218.5
34.7,2088.0,29.0,Traditional,Partial Irrigation,None,Average,4397.3,1023.7
63.2,2103.0,33.9,Traditional,Full Irrigation,None,Poor,4153.7,960.5
48.4,1288.0,26.4,BG 358,Rainfed,None,Excellent,4194.3,1760.7
31.9,1992.0,24.2,AT 362,Partial Irrigation,Mild,Average,4437.9,997.3
71.2,1597.0,25.1,BG 352,Partial Irrigation,Moderate,Average,4397.3,1156.7
36.6,1970.0,26.4,Traditional,Rainfed,Mild,Poor,4153.7,681.3
79.1,1613.0,31.3,Traditional,Full Irrigation,Mild,Average,4234.9,1342.2
37.0,1090.0,31.8,Traditional,Rainfed,Moderate,Good,4275.5,622.0
92.4,1003.0,29.7,BG 359,Rainfed,None,Good,4316.1,1710.5
39.5,2144.0,26.6,BG 358,Rainfed,None,Average,4437.9,1327.4
109.6,1454.0,29.2,AT 362,Full Irrigation,None,Good,4397.3,2659.8
22.6,1356.0,24.1,AT 362,Rainfed,None,Excellent,4437.9,1300.0
72.2,1363.0,30.8,BG 358,Rainfed,Severe,Excellent,4113.1,932.0
52.0,1393.0,30.1,BG 359,Full Irrigation,None,Good,4194.3,2331.3
42.5,2128.0,24.2,AT 362,Rainfed,Moderate,Poor,4316.1,678.4
67.2,982.0,32.2,BG 359,Rainfed,None,Poor,4113.1,952.6
104.2,1055.0,31.6,BG 358,Rainfed,None,Poor,4234.9,1160.0
111.5,1927.0,27.1,BG 358,Partial Irrigation,None,Poor,4153.7,1666.9
50.3,1614.0,30.4,BG 359,Rainfed,None,Good,4437.9,1499.1
35.4,1067.0,30.0,BG 358,Full Irrigation,None,Poor,4113.1,1125.5
92.0,945.0,25.4,BG 358,Rainfed,Mild,Poor,4153.7,949.4
78.2,1192.0,25.9,BG 352,Partial Irrigation,None,Good,4153.7,1454.1
40.1,1239.0,30.8,BG 358,Rainfed,Moderate,Average,4153.7,947.4
96.0,918.0,33.3,AT 362,Rainfed,Moderate,Excellent,4316.1,1097.5
71.9,1181.0,29.8,BG 358,Rainfed,None,Poor,4234.9,1095.1
85.3,1860.0,29.7,BG 352,Full Irrigation,Severe,Average,4437.9,1178.0
55.9,2012.0,30.5,Traditional,Full Irrigation,None,Poor,4194.3,898.3
63.9,2068.0,28.4,BG 359,Rainfed,None,Good,4275.5,1595.5
38.0,1407.0,24.5,BG 359,Rainfed,None,Poor,4316.1,1002.3
95.7,1315.0,28.0,BG 359,Full Irrigation,Mild,Poor,4316.1,1936.8
35.7,2200.0,33.0,BG 359,Partial Irrigation,None,Good,4397.3,1513.5
97.8,1900.0,32.0,BG 359,Rainfed,Mild,Excellent,4153.7,1598.9
99.8,1599.0,33.3,AT 362,Rainfed,Moderate,Good,4275.5,1235.3
94.7,1231.0,25.5,Traditional,Partial Irrigation,None,Excellent,4397.3,1690.8
21.9,1318.0,29.1,Traditional,Partial Irrigation,Moderate,Excellent,4397.3,1119.5
47.3,1570.0,29.8,BG 359,Partial Irrigation,Mild,Excellent,4316.1,2024.1
66.8,1605.0,26.1,BG 358,Rainfed,None,Excellent,4316.1,2050.6
79.6,918.0,26.0,BG 352,Partial Irrigation,None,Poor,4397.3,1257.4
111.9,2147.0,31.8,BG 359,Rainfed,None,Poor,4316.1,1301.2
57.6,1648.0,30.7,Traditional,Partial Irrigation,None,Average,4437.9,1082.8
107.5,1666.0,30.5,BG 358,Rainfed,Mild,Good,4153.7,1794.7
36.3,1175.0,26.7,Traditional,Rainfed,None,Excellent,4234.9,1026.3
57.1,1894.0,29.1,AT 362,Full Irrigation,None,Poor,4153.7,1309.5
25.2,1858.0,24.2,AT 362,Partial Irrigation,Mild,Poor,4113.1,758.1
94.2,1024.0,25.3,BG 359,Partial Irrigation,Mild,Average,4275.5,1404.7
35.1,1673.0,29.2,AT 362,Rainfed,Severe,Good,4194.3,750.9
45.7,1756.0,27.1,BG 352,Rainfed,None,Excellent,4234.9,1723.3
97.5,1986.0,33.7,BG 352,Full Irrigation,Mild,Excellent,4234.9,2019.1
73.5,1168.0,28.7,BG 352,Full Irrigation,None,Good,4316.1,2128.2
21.4,2041.0,24.8,AT 362,Partial Irrigation,Mild,Excellent,4437.9,1223.0
20.2,1500.0,24.2,BG 359,Rainfed,None,Average,4397.3,1318.6
71.1,1025.0,31.3,BG 358,Partial Irrigation,None,Good,4234.9,1556.4
50.5,1037.0,25.7,BG 352,Rainfed,Severe,Poor,4194.3,425.7
38.0,1157.0,25.9,BG 359,Rainfed,Mild,Good,4356.7,1189.8
81.4,1268.0,28.2,BG 358,Rainfed,Mild,Average,4153.7,1599.7
42.8,1545.0,26.6,BG 352,Partial Irrigation,None,Excellent,4275.5,1977.3
79.2,1873.0,30.2,BG 352,Partial Irrigation,Mild,Average,4234.9,1305.5
57.9,1143.0,28.9,AT 362,Partial Irrigation,None,Average,4153.7,1191.4
38.7,2190.0,25.1,AT 362,Full Irrigation,None,Average,4316.1,1268.9
33.8,1110.0,31.8,BG 358,Rainfed,None,Excellent,4194.3,1206.8
43.7,1679.0,28.3,BG 359,Rainfed,None,Excellent,4153.7,1902.9
23.0,2108.0,30.1,BG 358,Full Irrigation,None,Average,4316.1,1466.1
50.8,1982.0,24.0,BG 359,Rainfed,Mild,Excellent,4153.7,1400.3
110.2,1742.0,30.3,BG 352,Rainfed,None,Excellent,4356.7,2052.3
103.1,1830.0,26.8,Traditional,Full Irrigation,Moderate,Excellent,4153.7,1493.0
57.2,1074.0,28.9,AT 362,Rainfed,Moderate,Excellent,4234.9,1113.6
77.6,913.0,27.0,Traditional,Rainfed,None,Average,4397.3,1036.4
