temperature,humidity,rainfall_7d_mm,growth_stage,likely_pest,risk_score,risk_level
30.2,37.6,20.4,Ripening,Rice Bug,0.79,High
20.6,92.9,83.4,Flowering,Rice Blast Risk,0.877,High
34.3,82.1,43.6,Tillering,Stem Borer,0.731,High
32.3,53.3,1.9,Flowering,Rice Bug,0.733,High
33.2,65.2,118.6,Seedling,Rice Bug,0.558,Medium
25.8,76.3,64.0,Flowering,Rice Bug,0.78,High
35.1,31.7,47.3,Tillering,Stem Borer,0.43,Medium
26.3,65.1,62.3,Ripening,Rice Bug,0.736,High
29.4,81.3,62.4,Flowering,Rice Bug,0.954,High
18.0,43.2,56.4,Tillering,Stem Borer,0.378,Low
30.9,61.1,73.6,Tillering,Stem Borer,0.61,Medium
32.4,67.3,106.3,Tillering,Rice Bug,0.47,Medium
29.3,81.5,36.2,Ripening,Rice Bug,0.927,High
27.9,97.5,58.4,Flowering,Rice Bug,0.928,High
34.2,89.4,0.4,Seedling,Brown Planthopper,0.506,Medium
31.6,73.5,103.2,Tillering,Stem Borer,1.0,High
23.6,70.9,36.7,Vegetative,Stem Borer,0.698,High
37.2,72.2,32.6,Seedling,Rice Bug,0.475,Medium
32.1,68.2,119.7,Ripening,Rice Bug,0.953,High
37.8,34.2,70.1,Ripening,Rice Bug,0.734,High
37.4,78.9,14.8,Ripening,Rice Bug,0.959,High
36.4,80.1,31.9,Vegetative,Brown Planthopper,0.697,High
33.1,65.9,42.4,Tillering,Rice Bug,0.424,Medium
30.2,90.9,118.3,Flowering,Rice Bug,1.0,High
21.4,77.1,51.7,Seedling,Rice Blast Risk,0.522,Medium
28.9,55.4,27.6,Seedling,Brown Planthopper,0.419,Low
33.3,31.4,68.4,Tillering,Stem Borer,0.444,Medium
28.4,34.1,48.6,Flowering,Rice Bug,0.766,High
35.4,54.6,6.6,Tillering,Leaf Folder,0.39,Low
20.2,62.3,103.3,Vegetative,Rice Blast Risk,0.447,Medium
25.6,41.7,1.9,Tillering,Leaf Folder,0.625,Medium
28.1,43.3,107.8,Ripening,Rice Bug,0.805,High
26.6,46.1,95.0,Vegetative,Stem Borer,0.725,High
20.2,84.6,9.1,Tillering,Brown Planthopper,0.792,High
21.1,84.0,86.8,Vegetative,Stem Borer,0.785,High
34.8,56.8,92.5,Vegetative,Stem Borer,0.415,Low
27.7,42.1,72.3,Flowering,Rice Bug,0.737,High
19.0,37.8,69.3,Vegetative,Stem Borer,0.352,Low
18.3,36.1,6.0,Flowering,Rice Bug,0.476,Medium
27.5,57.4,7.1,Seedling,Brown Planthopper,0.38,Low
21.3,33.2,87.3,Flowering,Rice Blast Risk,0.52,Medium
32.1,53.4,12.7,Seedling,Rice Bug,0.204,Low
33.9,97.3,29.0,Vegetative,Brown Planthopper,0.72,High
22.6,65.5,59.9,Ripening,Rice Bug,0.835,High
29.8,87.6,19.7,Vegetative,Leaf Folder,1.0,High
21.1,39.0,94.8,Flowering,Rice Blast Risk,0.534,Medium
24.1,48.8,96.9,Vegetative,Leaf Folder,0.701,High
35.8,96.3,101.1,Ripening,Rice Bug,1.0,High
28.9,56.8,5.9,Ripening,Rice Bug,0.748,High
35.7,75.4,51.3,Ripening,Rice Bug,0.995,High
22.5,98.3,101.6,Vegetative,Rice Blast Risk,0.99,High
24.6,68.6,43.6,Vegetative,Leaf Folder,0.683,High
27.4,51.4,83.5,Flowering,Rice Bug,0.757,High
27.6,67.2,70.7,Ripening,Rice Bug,0.964,High
38.0,33.8,41.7,Tillering,Stem Borer,0.361,Low
20.3,37.9,33.2,Flowering,Rice Blast Risk,0.565,Medium
35.0,30.5,78.3,Ripening,Rice Bug,0.771,High
35.3,91.9,16.0,Flowering,Rice Bug,0.984,High
29.1,77.0,103.2,Vegetative,Leaf Folder,0.943,High
24.9,50.9,69.2,Vegetative,Leaf Folder,0.713,High
28.4,45.5,13.4,Tillering,Leaf Folder,0.702,High
23.8,77.8,84.4,Tillering,Stem Borer,0.601,Medium
34.0,94.4,51.7,Ripening,Rice Bug,1.0,High
28.0,50.9,24.5,Vegetative,Stem Borer,0.69,High
36.5,52.5,115.3,Seedling,Rice Bug,0.259,Low
30.5,89.8,86.4,Vegetative,Stem Borer,1.0,High
28.3,92.5,71.2,Tillering,Leaf Folder,1.0,High
32.2,94.0,101.9,Vegetative,Stem Borer,0.75,High
28.1,50.5,65.3,Vegetative,Stem Borer,0.712,High
36.1,38.4,53.0,Vegetative,Stem Borer,0.331,Low
21.7,60.8,22.7,Ripening,Rice Bug,0.399,Low
37.5,50.7,18.4,Tillering,Leaf Folder,0.394,Low
34.2,91.9,51.8,Flowering,Rice Bug,1.0,High
35.2,32.6,54.7,Tillering,Stem Borer,0.359,Low
27.7,74.4,88.0,Seedling,Stem Borer,0.687,High
34.7,93.4,53.1,Vegetative,Stem Borer,0.672,Medium
24.1,98.4,71.2,Ripening,Rice Blast Risk,0.971,High
33.2,75.5,99.9,Tillering,Stem Borer,0.754,High
20.8,96.5,119.2,Flowering,Rice Blast Risk,1.0,High
24.1,35.3,38.7,Flowering,Rice Blast Risk,0.539,Medium
26.9,55.1,108.2,Tillering,Stem Borer,0.833,High
24.4,30.6,96.7,Tillering,Leaf Folder,0.578,Medium
25.7,98.7,8.2,Vegetative,Leaf Folder,1.0,High
34.4,93.2,40.1,Vegetative,Stem Borer,0.648,Medium
23.1,32.0,26.3,Seedling,Rice Blast Risk,0.342,Low
32.9,31.3,79.7,Vegetative,Stem Borer,0.407,Low
19.5,55.7,66.6,Flowering,Rice Bug,0.542,Medium
33.3,48.1,59.4,Ripening,Rice Bug,0.737,High
33.8,89.3,91.6,Tillering,Stem Borer,0.682,High
26.0,41.2,40.0,Flowering,Brown Planthopper,0.586,Medium
32.4,85.3,45.9,Ripening,Rice Bug,0.946,High
36.3,68.8,103.9,Flowering,Rice Bug,1.0,High
34.0,56.4,116.7,Vegetative,Stem Borer,0.414,Low
25.8,40.2,93.2,Vegetative,Leaf Folder,0.672,Medium
27.7,99.8,26.0,Flowering,Rice Bug,0.997,High
33.6,73.3,13.5,Vegetative,Stem Borer,0.59,Medium
23.9,60.8,25.1,Vegetative,Stem Borer,0.459,Medium
34.1,56.0,50.7,Tillering,Stem Borer,0.451,Medium
24.6,93.4,28.4,Flowering,Rice Blast Risk,0.871,High
34.1,87.5,108.1,Vegetative,Stem Borer,0.719,High
19.7,86.8,80.5,Seedling,Rice Blast Risk,0.718,High
18.9,73.1,50.0,Flowering,Rice Bug,0.729,High
38.0,92.2,32.9,Vegetative,Brown Planthopper,0.69,High
35.4,50.9,45.7,Flowering,Rice Bug,0.81,High
35.7,79.3,57.1,Seedling,Rice Bug,0.542,Medium
37.0,58.3,85.7,Vegetative,Stem Borer,0.385,Low
26.8,72.0,10.7,Flowering,Rice Bug,0.698,High
23.7,99.9,101.9,Seedling,Rice Blast Risk,0.99,High
20.6,98.9,15.3,Vegetative,Rice Blast Risk,0.766,High
28.0,65.9,31.5,Flowering,Rice Bug,1.0,High
22.4,70.2,119.2,Flowering,Rice Bug,0.788,High
36.7,92.8,22.8,Vegetative,Brown Planthopper,0.662,Medium
18.1,99.0,12.1,Seedling,Brown Planthopper,0.448,Medium
20.9,84.5,76.6,Seedling,Rice Blast Risk,0.511,Medium
22.9,34.6,47.2,Tillering,Rice Blast Risk,0.522,Medium
22.0,52.6,11.0,Flowering,Rice Bug,0.492,Medium
22.5,92.8,0.4,Tillering,Rice Blast Risk,0.856,High
31.1,83.8,9.5,Tillering,Stem Borer,0.852,High
24.6,82.0,62.7,Seedling,Leaf Folder,0.764,High
30.3,76.8,27.7,Vegetative,Stem Borer,0.953,High
35.8,59.1,93.3,Seedling,Rice Bug,0.18,Low
30.1,58.2,102.9,Tillering,Stem Borer,0.784,High
31.9,86.6,17.4,Vegetative,Stem Borer,0.966,High
25.3,50.6,40.4,Seedling,Rice Blast Risk,0.541,Medium
21.2,77.9,17.6,Flowering,Rice Bug,0.769,High
24.4,80.8,34.4,Vegetative,Leaf Folder,1.0,High
37.3,89.1,28.7,Ripening,Rice Bug,1.0,High
30.4,52.4,94.4,Tillering,Stem Borer,0.635,Medium
23.6,81.9,41.5,Seedling,Rice Blast Risk,0.426,Medium
27.0,37.5,59.5,Flowering,Rice Bug,0.708,High
34.7,39.7,80.9,Flowering,Rice Bug,0.841,High
31.4,59.2,98.7,Ripening,Rice Bug,0.843,High
29.2,33.9,36.1,Flowering,Rice Bug,0.737,High
35.7,96.3,25.1,Vegetative,Brown Planthopper,0.652,Medium
31.4,93.1,117.4,Flowering,Rice Bug,1.0,High
30.9,33.4,38.4,Flowering,Rice Bug,0.772,High
21.8,88.7,80.5,Tillering,Rice Blast Risk,1.0,High
20.1,65.6,81.3,Flowering,Rice Bug,0.624,Medium
37.3,79.1,61.7,Ripening,Rice Bug,1.0,High
30.0,92.1,27.4,Flowering,Rice Bug,1.0,High
26.3,70.4,17.0,Tillering,Stem Borer,0.89,High
29.8,38.1,58.4,Tillering,Stem Borer,0.664,Medium
19.2,30.2,61.3,Ripening,Rice Bug,0.549,Medium
34.4,64.8,92.8,Ripening,Rice Bug,0.775,High
22.3,96.4,85.2,Vegetative,Rice Blast Risk,1.0,High
34.1,70.1,109.4,Seedling,Rice Bug,0.523,Medium
28.7,56.1,116.5,Ripening,Rice Bug,0.744,High
23.5,32.2,87.3,Vegetative,Rice Blast Risk,0.57,Medium
18.6,94.0,9.2,Ripening,Rice Bug,0.786,High
34.3,52.9,48.6,Seedling,Rice Bug,0.267,Low
21.5,79.3,73.1,Ripening,Rice Bug,0.765,High
19.0,78.6,70.8,Flowering,Rice Bug,0.82,High
33.1,47.8,21.8,Vegetative,Stem Borer,0.32,Low
25.0,34.5,70.0,Seedling,Rice Blast Risk,0.51,Medium
25.8,57.0,42.0,Ripening,Rice Blast Risk,0.551,Medium
22.9,52.2,40.7,Seedling,Rice Blast Risk,0.514,Medium
35.2,79.0,100.1,Seedling,Rice Bug,0.48,Medium
23.9,87.4,50.6,Flowering,Rice Blast Risk,1.0,High
22.2,45.6,63.3,Flowering,Rice Blast Risk,0.543,Medium
24.2,67.0,67.5,Seedling,Rice Blast Risk,0.459,Medium
22.1,32.8,67.6,Vegetative,Rice Blast Risk,0.529,Medium
24.4,45.0,25.6,Flowering,Rice Bug,0.503,Medium
19.7,83.3,71.9,Flowering,Rice Bug,0.752,High
21.2,85.5,40.2,Vegetative,Rice Blast Risk,1.0,High
26.3,84.3,78.6,Tillering,Leaf Folder,1.0,High
35.6,40.0,17.5,Seedling,Rice Bug,0.243,Low
19.1,68.6,119.3,Seedling,Rice Bug,0.19,Low
22.3,59.6,92.6,Ripening,Rice Blast Risk,0.528,Medium
36.2,99.4,50.1,Vegetative,Stem Borer,0.669,Medium
35.8,75.8,36.2,Ripening,Rice Bug,0.986,High
31.6,95.5,46.5,Seedling,Stem Borer,0.735,High
22.8,40.2,86.5,Ripening,Rice Blast Risk,0.57,Medium
26.4,61.6,78.6,Tillering,Stem Borer,0.741,High
22.2,84.0,84.3,Ripening,Rice Bug,0.731,High
20.6,55.8,106.7,Ripening,Rice Blast Risk,0.625,Medium
25.6,74.3,54.8,Vegetative,Stem Borer,0.734,High
29.5,65.8,80.3,Flowering,Rice Bug,1.0,High
25.2,99.4,53.0,Vegetative,Leaf Folder,1.0,High
30.2,42.2,76.6,Flowering,Rice Bug,0.716,High
23.9,95.5,57.0,Ripening,Rice Blast Risk,0.895,High
24.9,58.1,93.2,Ripening,Rice Blast Risk,0.52,Medium
33.8,62.8,0.6,Flowering,Rice Bug,0.787,High
35.6,67.0,25.9,Vegetative,Rice Bug,0.504,Medium
24.4,48.6,35.6,Seedling,Rice Blast Risk,0.543,Medium
29.4,97.5,113.4,Tillering,Leaf Folder,0.958,High
23.6,93.8,60.8,Seedling,Rice Blast Risk,0.902,High
19.1,98.1,43.7,Tillering,Stem Borer,0.771,High
32.8,99.8,48.5,Ripening,Rice Bug,0.99,High
21.4,76.9,54.2,Seedling,Rice Blast Risk,0.529,Medium
26.5,61.6,104.1,Ripening,Rice Blast Risk,0.516,Medium
27.7,89.6,115.5,Tillering,Leaf Folder,1.0,High
21.7,31.7,101.3,Seedling,Rice Blast Risk,0.594,Medium
19.9,88.4,101.0,Flowering,Rice Bug,0.702,High
25.0,64.8,23.9,Seedling,Rice Blast Risk,0.408,Low
37.0,77.1,32.2,Flowering,Rice Bug,0.993,High
30.3,56.2,71.5,Tillering,Stem Borer,0.669,Medium
25.6,55.8,78.7,Flowering,Rice Blast Risk,0.535,Medium
18.8,32.2,24.3,Vegetative,Stem Borer,0.361,Low
30.0,59.7,89.6,Seedling,Stem Borer,0.334,Low
19.8,58.6,24.0,Vegetative,Stem Borer,0.439,Medium
28.9,45.7,31.6,Flowering,Rice Bug,0.739,High
33.0,47.3,36.8,Ripening,Rice Bug,0.781,High
26.5,70.9,101.5,Vegetative,Stem Borer,1.0,High
24.0,52.2,87.9,Vegetative,Rice Blast Risk,0.577,Medium
18.9,88.1,63.7,Ripening,Rice Bug,0.648,Medium
18.5,37.8,98.4,Vegetative,Stem Borer,0.357,Low
26.6,70.4,97.6,Vegetative,Stem Borer,1.0,High
35.7,41.2,46.8,Ripening,Rice Bug,0.686,High
22.9,67.0,93.8,Tillering,Rice Blast Risk,0.569,Medium
29.5,68.7,24.7,Tillering,Stem Borer,0.63,Medium
31.7,75.0,60.4,Tillering,Stem Borer,1.0,High
19.2,59.9,14.2,Flowering,Rice Bug,0.58,Medium
21.1,65.7,51.2,Vegetative,Rice Blast Risk,0.589,Medium
24.6,42.7,62.4,Flowering,Rice Blast Risk,0.457,Medium
31.4,62.4,9.6,Vegetative,Stem Borer,0.642,Medium
26.8,56.1,55.5,Tillering,Stem Borer,0.791,High
32.7,76.6,78.2,Seedling,Rice Bug,0.64,Medium
35.4,60.4,73.7,Seedling,Rice Bug,0.274,Low
33.2,84.6,6.5,Tillering,Brown Planthopper,0.632,Medium
37.8,59.8,11.4,Seedling,Rice Bug,0.272,Low
33.1,46.5,42.2,Ripening,Rice Bug,0.83,High
35.0,49.2,101.1,Ripening,Rice Bug,0.741,High
34.6,33.2,104.4,Vegetative,Stem Borer,0.452,Medium
32.6,67.8,37.2,Vegetative,Rice Bug,0.458,Medium
34.0,88.2,86.3,Tillering,Stem Borer,0.719,High
36.7,83.8,69.3,Vegetative,Stem Borer,0.576,Medium
27.5,60.6,118.0,Ripening,Rice Bug,0.702,High
30.8,43.7,11.4,Seedling,Stem Borer,0.3,Low
28.3,90.4,65.7,Tillering,Leaf Folder,0.982,High
35.0,34.0,71.1,Seedling,Rice Bug,0.185,Low
26.6,57.9,36.9,Ripening,Rice Blast Risk,0.525,Medium
34.4,90.0,5.6,Seedling,Brown Planthopper,0.516,Medium
34.0,57.5,6.3,Tillering,Leaf Folder,0.346,Low
37.2,38.3,54.4,Ripening,Rice Bug,0.753,High
23.0,48.6,83.1,Tillering,Rice Blast Risk,0.587,Medium
32.2,72.0,84.0,Seedling,Rice Bug,0.483,Medium
33.1,40.6,21.7,Seedling,Rice Bug,0.318,Low
36.7,75.8,103.0,Flowering,Rice Bug,0.951,High
36.1,60.7,45.3,Seedling,Rice Bug,0.346,Low
29.5,53.4,115.7,Vegetative,Stem Borer,0.756,High
29.6,46.9,14.2,Flowering,Rice Bug,0.732,High
21.3,87.6,100.4,Vegetative,Rice Blast Risk,0.986,High
37.5,57.8,109.0,Ripening,Rice Bug,0.76,High
23.1,81.7,98.7,Flowering,Rice Bug,0.78,High
32.5,60.8,97.1,Seedling,Rice Bug,0.305,Low
33.9,36.4,43.4,Ripening,Rice Bug,0.683,High
26.8,60.8,85.6,Ripening,Rice Blast Risk,0.572,Medium
22.2,65.5,69.5,Vegetative,Rice Blast Risk,0.444,Medium
21.8,62.0,50.9,Vegetative,Rice Blast Risk,0.541,Medium
35.1,87.1,119.2,Vegetative,Stem Borer,0.773,High
28.2,93.8,34.9,Tillering,Leaf Folder,0.929,High
19.8,85.1,49.6,Tillering,Stem Borer,0.62,Medium
32.3,70.8,108.3,Ripening,Rice Bug,1.0,High
23.0,67.9,34.7,Flowering,Rice Bug,0.819,High
35.5,75.1,18.3,Ripening,Rice Bug,1.0,High
24.2,50.1,37.2,Vegetative,Leaf Folder,0.555,Medium
22.0,86.8,91.1,Tillering,Rice Blast Risk,0.916,High
19.7,90.0,103.2,Seedling,Rice Blast Risk,0.655,Medium
28.2,48.7,13.7,Vegetative,Leaf Folder,0.591,Medium
27.0,93.2,74.6,Tillering,Leaf Folder,1.0,High
33.0,89.4,68.1,Seedling,Rice Blast Risk,0.66,Medium
27.3,59.7,80.3,Ripening,Rice Bug,0.726,High
24.9,93.6,80.5,Vegetative,Leaf Folder,1.0,High
23.2,38.4,115.1,Seedling,Rice Blast Risk,0.58,Medium
23.6,32.0,41.6,Flowering,Rice Blast Risk,0.611,Medium
36.6,54.4,36.0,Seedling,Rice Bug,0.296,Low
21.3,69.6,69.7,Vegetative,Rice Blast Risk,0.542,Medium
37.8,54.6,51.5,Seedling,Rice Bug,0.24,Low
24.5,95.9,56.9,Flowering,Rice Blast Risk,0.985,High
19.8,47.8,8.3,Ripening,Rice Bug,0.534,Medium
23.0,49.7,17.8,Seedling,Rice Blast Risk,0.317,Low
19.2,74.4,112.2,Tillering,Stem Borer,0.786,High
33.8,30.3,8.2,Tillering,Leaf Folder,0.313,Low
28.3,80.9,70.8,Flowering,Rice Bug,1.0,High
24.7,56.4,90.5,Vegetative,Leaf Folder,0.639,Medium
31.2,98.4,1.4,Tillering,Stem Borer,0.877,High
30.6,78.4,26.7,Tillering,Stem Borer,1.0,High
36.8,33.7,45.2,Seedling,Rice Bug,0.228,Low
37.2,36.5,60.8,Tillering,Stem Borer,0.385,Low
31.6,36.2,41.0,Tillering,Stem Borer,0.667,Medium
34.4,96.7,77.9,Ripening,Rice Bug,1.0,High
33.8,77.9,27.2,Tillering,Stem Borer,0.695,High
27.8,59.9,3.1,Ripening,Rice Bug,0.694,High
32.1,44.0,0.2,Vegetative,Leaf Folder,0.329,Low
19.6,91.2,41.5,Flowering,Rice Bug,0.78,High
33.2,44.1,43.4,Ripening,Rice Bug,0.801,High
37.2,79.5,113.8,Seedling,Rice Bug,0.501,Medium
19.7,83.4,5.4,Tillering,Brown Planthopper,0.703,High
34.7,50.6,63.6,Ripening,Rice Bug,0.732,High
36.7,65.3,69.3,Tillering,Rice Bug,0.475,Medium
22.5,45.6,83.9,Ripening,Rice Blast Risk,0.504,Medium
28.5,56.5,76.6,Tillering,Stem Borer,0.622,Medium
36.6,97.6,1.0,Ripening,Rice Bug,0.965,High
37.2,78.5,75.8,Flowering,Rice Bug,1.0,High
20.6,89.3,38.7,Tillering,Rice Blast Risk,0.979,High
25.0,67.8,92.7,Vegetative,Leaf Folder,0.633,Medium
32.0,46.7,22.6,Seedling,Stem Borer,0.382,Low
22.4,79.9,85.9,Vegetative,Stem Borer,0.762,High
24.5,65.0,75.1,Flowering,Rice Bug,0.704,High
18.5,42.4,78.3,Tillering,Stem Borer,0.414,Low
21.1,58.9,21.1,Vegetative,Stem Borer,0.397,Low
29.2,74.4,80.3,Tillering,Stem Borer,1.0,High
31.1,81.5,88.4,Vegetative,Stem Borer,1.0,High
31.0,47.0,58.7,Ripening,Rice Bug,0.753,High
33.6,91.3,40.8,Vegetative,Stem Borer,0.74,High
26.3,56.6,20.0,Tillering,Leaf Folder,0.649,Medium
23.5,49.0,34.8,Tillering,Rice Blast Risk,0.637,Medium
18.3,43.7,91.7,Flowering,Rice Bug,0.502,Medium
22.1,86.3,49.1,Vegetative,Rice Blast Risk,0.915,High
24.2,54.8,84.3,Seedling,Rice Blast Risk,0.582,Medium
21.6,63.8,88.8,Flowering,Rice Blast Risk,0.57,Medium
18.4,45.6,80.9,Tillering,Stem Borer,0.402,Low
21.1,78.0,80.8,Flowering,Rice Bug,0.737,High
31.3,84.7,73.3,Tillering,Stem Borer,0.894,High
30.6,53.8,62.2,Tillering,Stem Borer,0.603,Medium
36.7,96.2,23.7,Ripening,Rice Bug,1.0,High
34.0,32.1,101.1,Seedling,Rice Bug,0.221,Low
29.4,39.3,115.7,Seedling,Stem Borer,0.448,Medium
20.8,71.2,56.0,Ripening,Rice Bug,0.67,Medium
29.3,79.1,112.0,Ripening,Rice Bug,0.948,High
19.2,47.5,119.8,Tillering,Stem Borer,0.434,Medium
26.6,68.8,58.3,Tillering,Stem Borer,0.695,High
25.8,52.3,86.9,Tillering,Leaf Folder,0.677,Medium
26.6,68.8,77.3,Ripening,Rice Bug,0.749,High
23.6,76.2,28.5,Tillering,Stem Borer,0.69,High
31.7,98.1,5.7,Flowering,Rice Bug,0.966,High
34.8,61.9,54.4,Vegetative,Stem Borer,0.34,Low
33.4,75.4,94.5,Vegetative,Stem Borer,0.77,High
30.6,70.5,39.0,Flowering,Rice Bug,1.0,High
28.8,52.2,94.1,Vegetative,Stem Borer,0.648,Medium
18.6,47.7,78.6,Seedling,Rice Blast Risk,0.145,Low
32.5,99.2,83.5,Seedling,Rice Blast Risk,0.633,Medium
28.9,44.5,34.3,Ripening,Rice Bug,0.767,High
23.4,85.3,56.4,Vegetative,Rice Blast Risk,0.991,High
24.6,40.3,21.8,Seedling,Rice Blast Risk,0.375,Low
36.7,86.3,29.6,Ripening,Rice Bug,0.998,High
30.5,43.0,10.8,Ripening,Rice Bug,0.744,High
27.5,97.7,15.2,Tillering,Leaf Folder,1.0,High
30.4,78.0,25.3,Flowering,Rice Bug,0.974,High
26.3,36.3,69.6,Flowering,Rice Blast Risk,0.632,Medium
27.4,78.5,52.9,Seedling,Stem Borer,0.772,High
23.8,72.3,32.0,Vegetative,Stem Borer,0.725,High
26.8,53.6,103.3,Tillering,Stem Borer,0.604,Medium
31.7,48.3,63.0,Tillering,Stem Borer,0.702,High
18.8,80.3,110.8,Vegetative,Stem Borer,0.674,Medium
33.9,81.9,76.2,Seedling,Rice Bug,0.501,Medium
23.7,52.9,1.9,Ripening,Rice Bug,0.447,Medium
31.7,91.3,109.6,Flowering,Rice Bug,1.0,High
30.9,48.8,102.9,Flowering,Rice Bug,0.799,High
31.1,34.9,76.2,Tillering,Stem Borer,0.759,High
30.2,72.0,64.2,Tillering,Stem Borer,0.981,High
37.2,37.5,54.4,Tillering,Stem Borer,0.347,Low
28.2,49.4,57.9,Tillering,Stem Borer,0.718,High
32.6,65.5,92.3,Flowering,Rice Bug,1.0,High
32.1,50.0,61.6,Ripening,Rice Bug,0.753,High
22.7,45.0,21.1,Flowering,Rice Bug,0.523,Medium
23.7,79.2,7.0,Flowering,Rice Bug,0.738,High
26.5,68.3,15.1,Seedling,Brown Planthopper,0.375,Low
23.6,88.8,30.2,Tillering,Rice Blast Risk,1.0,High
25.3,70.7,44.1,Ripening,Rice Bug,0.745,High
25.8,63.8,107.1,Vegetative,Leaf Folder,0.67,Medium
30.1,48.3,28.7,Tillering,Stem Borer,0.725,High
22.4,85.4,38.4,Vegetative,Rice Blast Risk,1.0,High
34.1,43.8,26.8,Seedling,Rice Bug,0.278,Low
26.8,47.0,65.5,Flowering,Rice Blast Risk,0.507,Medium
32.1,88.9,74.1,Vegetative,Stem Borer,0.654,Medium
19.6,81.9,63.9,Tillering,Stem Borer,0.698,High
27.4,72.9,114.2,Tillering,Stem Borer,0.999,High
18.6,32.7,119.4,Ripening,Rice Bug,0.474,Medium
31.5,38.9,100.5,Ripening,Rice Bug,0.762,High
24.9,65.0,96.6,Tillering,Leaf Folder,0.695,High
37.0,82.2,43.9,Seedling,Rice Bug,0.559,Medium
24.5,62.5,69.6,Tillering,Leaf Folder,0.721,High
29.3,31.2,42.2,Ripening,Rice Bug,0.684,High
23.1,42.9,94.1,Tillering,Rice Blast Risk,0.492,Medium
30.4,71.2,20.6,Tillering,Stem Borer,0.986,High
27.3,78.6,26.0,Flowering,Rice Bug,1.0,High
25.4,32.3,4.6,Tillering,Leaf Folder,0.638,Medium
22.1,33.0,73.1,Tillering,Rice Blast Risk,0.522,Medium
20.2,48.3,82.6,Tillering,Rice Blast Risk,0.535,Medium
20.4,35.8,0.4,Ripening,Rice Bug,0.524,Medium
38.0,67.9,61.3,Tillering,Rice Bug,0.434,Medium
26.2,38.7,45.2,Vegetative,Stem Borer,0.817,High
18.0,75.4,95.1,Tillering,Stem Borer,0.701,High
37.1,84.4,4.7,Flowering,Rice Bug,1.0,High
18.4,97.9,5.8,Ripening,Rice Bug,0.721,High
26.4,96.4,74.4,Ripening,Rice Blast Risk,1.0,High
32.3,49.1,71.0,Flowering,Rice Bug,0.755,High
36.3,32.1,99.7,Flowering,Rice Bug,0.793,High
32.3,53.1,71.1,Tillering,Stem Borer,0.39,Low
27.3,79.6,113.9,Vegetative,Leaf Folder,1.0,High
37.5,34.2,37.7,Tillering,Stem Borer,0.325,Low
18.8,55.2,47.8,Flowering,Rice Bug,0.547,Medium
37.7,50.9,117.3,Tillering,Stem Borer,0.406,Low
35.0,45.4,12.9,Vegetative,Leaf Folder,0.299,Low
36.6,79.4,95.5,Seedling,Rice Bug,0.598,Medium
23.1,76.1,1.4,Seedling,Leaf Folder,0.442,Medium
20.8,67.5,58.4,Tillering,Rice Blast Risk,0.446,Medium
31.3,93.8,18.4,Flowering,Rice Bug,1.0,High
28.3,37.2,71.9,Flowering,Rice Bug,0.785,High
28.5,40.5,95.8,Ripening,Rice Bug,0.772,High
36.5,56.8,4.0,Flowering,Rice Bug,0.826,High
30.4,75.9,19.7,Seedling,Stem Borer,0.665,Medium
24.2,70.9,41.1,Ripening,Rice Bug,0.763,High
26.0,35.2,30.7,Ripening,Rice Blast Risk,0.664,Medium
20.7,97.1,46.0,Ripening,Rice Blast Risk,1.0,High
21.8,51.4,114.2,Tillering,Rice Blast Risk,0.532,Medium
20.9,55.1,12.1,Vegetative,Leaf Folder,0.322,Low
34.2,73.7,50.8,Ripening,Rice Bug,1.0,High
32.1,96.2,54.9,Seedling,Rice Blast Risk,0.61,Medium
28.6,76.4,33.6,Flowering,Rice Bug,0.98,High
25.5,96.8,33.4,Ripening,Rice Blast Risk,0.988,High
31.4,43.1,85.8,Ripening,Rice Bug,0.768,High
34.3,73.3,74.1,Tillering,Stem Borer,0.69,High
35.6,88.0,97.5,Ripening,Rice Bug,0.934,High
28.9,65.6,48.6,Ripening,Rice Bug,1.0,High
34.4,55.4,72.8,Ripening,Rice Bug,0.73,High
28.2,98.9,107.2,Vegetative,Leaf Folder,1.0,High
27.5,39.9,102.2,Flowering,Rice Bug,0.765,High
35.3,58.8,110.4,Ripening,Rice Bug,0.813,High
25.7,91.1,32.3,Vegetative,Leaf Folder,1.0,High
25.9,93.0,118.3,Vegetative,Leaf Folder,1.0,High
24.1,98.6,98.0,Vegetative,Leaf Folder,1.0,High
28.4,91.9,95.4,Vegetative,Leaf Folder,1.0,High
28.9,33.6,80.1,Flowering,Rice Bug,0.805,High
31.2,95.1,118.0,Ripening,Rice Bug,1.0,High
26.6,60.0,53.0,Seedling,Rice Blast Risk,0.537,Medium
22.4,75.6,89.0,Vegetative,Stem Borer,0.74,High
35.3,57.6,83.9,Ripening,Rice Bug,0.75,High
24.9,87.0,87.9,Tillering,Leaf Folder,1.0,High
36.5,70.3,90.2,Vegetative,Stem Borer,0.702,High
22.1,89.2,22.9,Flowering,Rice Blast Risk,0.692,High
29.2,43.6,41.9,Ripening,Rice Bug,0.74,High
28.7,42.9,47.1,Vegetative,Stem Borer,0.75,High
34.6,60.8,89.8,Tillering,Stem Borer,0.362,Low
20.8,30.3,85.9,Flowering,Rice Blast Risk,0.596,Medium
36.2,78.5,100.0,Ripening,Rice Bug,1.0,High
28.6,50.7,94.6,Tillering,Stem Borer,0.69,High
29.7,69.0,71.5,Ripening,Rice Bug,1.0,High
